"","County","At Risk Pop 10-19","Court Commitments(CC)","Commitment Rate per 1K","Commitment Rate Rank","CC White %","CC Black %","CC Hispanic %","CC Male %","Alt Plans Commitments","Alt Plans Commitments %","Detention Long Term","Detention Long Term White %","Detention Long Term Black %","Detention Long Term Hispanic %","Detention Long Term Male %","Detention Total","Detention Rate per 1K","Detention White %","Detention Black %","Detention Hispanic %","Detention Male %","Short-Term Program","Short-Term Program White %","Short-Term Program Black %","Short-Term Program Hispanic %","Short-Term Program Male %","22/23 Grads","GR Black","GR White","GR Hispanic","GR Asian","GR Female","GR Male","GR Eco Dis","Grads with HOPE Rate","2022 Model-Based Estimate of Median Household Income, Dollars","2022 Rank","2018-2022 Median Household Income, Dollars","2018-2022 Rank of Total","2018-2022 Median Household Income, White, Dollars","2018-2022 Median Household Income, Black, Dollars","2018-2022 Median Household Income, Hispanic, Dollars","2018-2022 Households With Incomes Less than $10,000, Percent","2018-2022 Households With Incomes Less than $10,000, White, Percent","2018-2022 Households With Incomes Less than $10,000, Black, Percent","2018-2022 Households With Incomes Less than $10,000, Hispanic, Percent","2018-2022 Households With Incomes $10,000-$24,999, Percent","2018-2022 Households With Incomes $10,000-$24,999, White, Percent","2018-2022 Households With Incomes $10,000-$24,999, Black, Percent...15","2018-2022 Households With Incomes $10,000-$24,999, Black, Percent...16","2018-2022 Households With Incomes $25,000-$49,999, Percent","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...18","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...19","2018-2022 Households With Incomes $25,000-$49,999, White, Percent...20","2018-2022 Households With Incomes $50,000-$99,999, Percent","2018-2022 Households With Incomes $50,000-$99,999, White, Percent","2018-2022 Households With Incomes $50,000-$99,999, Black, Percent","2018-2022 Households With Incomes $50,000-$99,999, Hispanic, Percent","2018-2022 Households With Incomes $100,000 or More, Percent","2018-2022 Households With Incomes $100,000 or More, White, Percent","2018-2022 Households With Incomes $100,000 or More, Black, Percent","2018-2022 Households With Incomes $100,000 or More, Hispanic, Percent","2022 Total Persons in Poverty","2022 Total Persons in Poverty, Percent","2022 Rank of Total Persons in Poverty, Percent","2022 Children Under Age 18 in Poverty","2022 Children Under Age 18 in Poverty, Percent","2022 Related Children in Families, Age 5-17, in Poverty","2022 Related Children in Families, Age 5-17, in Poverty, Percent","2018-2022 Persons Below Poverty Level, Percent","2018-2022 Persons Below Poverty Level, White, Percent","2018-2022 Persons Below Poverty Level, Black, Percent","2018-2022 Persons Below Poverty Level, Hispanic, Percent","2018-2022 Persons Age 65 and Over in Poverty, Percent","2018-2022 Persons Less than High School Graduates in Poverty, Percent","2018-2022 Persons with Bachelor's Degree or Higher in Poverty, Percent","2018-2022 Families Below Poverty Level, Percent","2018-2022 Families Below Poverty Level with a White Householder, Percent","2018-2022 Families Below Poverty Level with a Black Householder, Percent","2018-2022 Families Below Poverty Level with a Hispanic Householder, Percent","2018-2022 Families Below Poverty Level, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with a White Householder, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with a Black Householder, Female Head of Household, No Husband Present, Percent","2018-2022 Poverty Level with an Hispanic Householder, Female Head of Household, No Husband Present, Percent"
"88","LEE",5181,1,0.193012931866435,100,1,0,0,1,1,1,0,NA,NA,NA,NA,6,1.15807759119861,0.666666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0,NA,NA,NA,NA,459,0.885964912280702,0.919161676646707,0.875,1,0.954732510288066,0.869731800766284,0.836363636363636,0.572368421052632,84260,14,83632,14,87862,"69907","97458",0.0351516178214467,0.0236331569664903,"8.2023763894212343E-2","0",0.0609859393528714,0.0549088771310994,"9.2755845151399008E-2","1.4492753623188406E-2",0.153057767236998,0.164961787184009,"0.1165197393637409","0.1391304347826087",0.357360664069117,0.330041152263374,"0.43349942506707551","0.46666666666666667",0.393444011519566,0.426455026455026,"0.27520122652357226","0.37971014492753624",3360,0.102573495741368,"19",1116,0.131247794895919,793,0.121179706601467,0.0883800151400454,0.0522228173540439,0.186833239752948,"1.6309887869520898E-2",0.0824619771863118,0.168224299065421,0.0418349682631275,0.069,0.045,"0.13500000000000001","0",0.244,0.178,"0.25700000000000001","-"
"89","LIBERTY",8820,4,0.453514739229025,123,0.75,0.25,0,1,3,0.75,1,1,0,0,1,30,3.40136054421769,0.166666666666667,0.733333333333333,0.0666666666666667,0.933333333333333,3,0,1,0,1,580,0.916216216216216,0.830645161290323,0.876404494382023,1,0.909638554216867,0.866043613707165,0.87710843373494,0.397941680960549,59807,57,55149,70,60684,"53049","53315",0.0756474428726877,0.0554806595457845,"8.9322172315230708E-2","6.1556329849012777E-2",0.104069640914037,0.0850357772477445,"0.12403021641486321","8.1300813008130079E-2",0.264026115342764,0.241314943482319,"0.25877909350755413","0.29965156794425085",0.350816104461371,0.369698226692938,"0.33911800734993874","0.41811846689895471",0.20544069640914,0.248470393031214,"0.18875051041241322","0.13937282229965156",9160,0.144402055679919,"60",3562,0.194125020437081,2504,0.20894526034713,0.153558052434457,0.140459743199469,0.15152673214354,"0.16107807161837276",0.156881772602297,0.302923564635435,0.0724695283518813,0.149,0.128,"0.15","0.18099999999999999",0.381,0.37,"0.33099999999999996","0.71000000000000008"
"90","LINCOLN",813,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,75,0.961538461538462,0.938775510204082,NA,NA,0.972222222222222,0.909090909090909,0.9,0.546666666666667,69776,35,50754,95,57969,"38057","176528",0.0487562189054726,0.0296470588235294,"9.8939929328621903E-2","0",0.182752902155887,0.141647058823529,"0.28739693757361601","0",0.262686567164179,0.254588235294118,"0.28739693757361601","0.28000000000000003",0.234162520729685,0.251294117647059,"0.18963486454652531","0",0.271641791044776,0.322823529411765,"0.13663133097762073","0.72",1201,0.153856008198821,"67",363,0.246603260869565,273,0.249315068493151,0.181082844096543,0.156628787878788,0.221702525724977,"0.1165644171779141",0.12807109252483,0.331015299026426,0.0294759825327511,0.124,0.116,"0.154","0",0.248,0.316,"0.17799999999999999","-"
"91","LONG",2565,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,2,0.779727095516569,0,0,1,0.5,0,NA,NA,NA,NA,228,0.958904109589041,0.888888888888889,0.891304347826087,NA,0.929078014184397,0.881818181818182,0.899441340782123,0.504347826086956,71285,32,56819,63,68615,"43990","35469",0.025238867856499,0.0281732808239927,"2.9356652092442224E-2","0",0.17432846583739,0.139957588609512,"0.16239850093691444","0.38249594813614263",0.226068144943213,0.12056952438655,"0.38351030605871328","0.31442463533225284",0.335857220118983,0.42169039684944,"0.2504684572142411","0.17179902755267423",0.238507301243916,0.289609209330506,"0.17426608369768895","0.1312803889789303",2550,0.141658796733515,"58",1010,0.202607823470411,696,0.196222159571469,0.157689969604863,0.142946642998851,0.158100704409079,"0.20807453416149069",0.0866851595006935,0.296076099881094,0.0129682997118156,0.101,0.077,"0.15","0.10299999999999998",0.343,0.445,"0.23999999999999996","0"
"92","LOWNDES",17786,2,0.112447992803328,90,0,1,0,0.5,0,0,2,0,1,0,0.5,56,3.1485437984932,0.125,0.857142857142857,0,0.767857142857143,3,0,1,0,0.333333333333333,640,0.915254237288136,0.907142857142857,0.924528301886792,1,0.936781609195402,0.887005649717514,0.855371900826446,0.603125,52623,81,52821,84,70212,"33727","51689",0.112214089661482,0.0726389285860112,"0.17284403669724771","0.18659043659043659",0.145013723696249,0.105263157894737,"0.21565749235474005","6.3409563409563413E-2",0.218870082342178,0.175533869584745,"0.28715596330275228","0.23700623700623702",0.299313815187557,0.33653178718713,"0.23204892966360857","0.32796257796257794",0.224588289112534,0.310032256747377,"9.2293577981651373E-2","0.18503118503118504",17678,0.154301375602262,"68",5541,0.193396391050923,4126,0.198968028162222,0.206429913764336,0.125274546489872,0.322510978331294,"0.29902994517081399",0.118823290178269,0.330800248138958,0.0534087166538588,0.15,0.076,"0.27599999999999997","0.20399999999999996",0.31,0.253,"0.32899999999999996","0.53700000000000003"
"93","LUMPKIN",5618,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,8,1.42399430402278,0.875,0,0.125,1,4,0.75,0,0.25,1,218,NA,1,1,NA,0.991452991452991,1,1,0.581395348837209,71486,31,67592,36,68060,"-","87865",0.048296943231441,0.0422365988909427,"0","6.4171122994652413E-2",0.158951965065502,0.161829944547135,"0","0.11764705882352941",0.207947598253275,0.213863216266174,"0","8.2887700534759357E-2",0.281834061135371,0.268669131238447,"1","0.34491978609625668",0.30296943231441,0.313401109057301,"0","0.39037433155080214",3740,0.120715254018462,"34",802,0.139091224419008,589,0.139805364348445,0.145317683082419,0.144227803858411,0.196787148594378,"0.2131782945736434",0.079735906551549,0.184547638110488,0.0429993964996983,0.069,0.07,"0","3.1E-2",0.172,0.191,"-","0"
"94","MACON",1203,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,2,1.66251039068994,0,1,0,0.5,0,NA,NA,NA,NA,72,0.873015873015873,NA,NA,NA,0.928571428571429,0.733333333333333,0.827586206896552,NA,40089,154,33960,156,55131,"24131","-",0.153826850690088,0.109598366235534,"0.18421052631578946","0.57462686567164178",0.257214554579674,0.133424098025868,"0.33625730994152048","0",0.2,0.17358747447243,"0.21094402673350041","0.29104477611940299",0.260476787954831,0.358747447243022,"0.20384294068504594","1.4925373134328358E-2",0.128481806775408,0.224642614023145,"6.4745196324143689E-2","0.11940298507462686",2365,0.237927565392354,"140",699,0.327707454289733,519,0.335054874112331,0.262215628090999,0.150892374256355,0.34547954623582,"0.15355805243445692",0.271860095389507,0.277435265104809,0.0470139771283355,0.215,0.094,"0.30099999999999999","0",0.405,0.423,"0.38400000000000001","-"
"95","MADISON",4044,1,0.247279920870425,106,0,0,0,1,0,0,1,0,0,0,1,7,1.73095944609298,0.428571428571428,0.285714285714286,0.142857142857143,0.714285714285714,0,NA,NA,NA,NA,278,0.96,0.912844036697248,0.971428571428571,NA,0.953846153846154,0.905882352941176,0.896825396825397,0.435251798561151,58789,60,53626,78,59987,"41275","46089",0.0532941284572269,0.0510720827497037,"6.318956870611836E-2","0",0.150877515390977,0.139747871996552,"0.3159478435305918","0.12267657992565056",0.27510796655334,0.252451244477966,"0.28084252758274825","0.57249070631970256",0.262060093724157,0.26484215063032,"0.26479438314944836","0.30483271375464682",0.258660295874299,0.291886650145458,"7.5225677031093285E-2","0",3809,0.121728292480266,"37",1059,0.14726741760534,757,0.142400300978179,0.205792581779577,0.182324230567545,0.432777993025959,"0.24257932446264074",0.127238095238095,0.334496800465387,0.0984009840098401,0.152,0.122,"0.41099999999999992","1.2999999999999999E-2",0.297,0.246,"0.59699999999999998","0"
"96","MARION",896,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,4.46428571428571,0.25,0.75,0,0.75,0,NA,NA,NA,NA,88,0.962962962962963,0.818181818181818,0.882352941176471,NA,0.893617021276596,0.851851851851852,0.871287128712871,0.517647058823529,47174,117,48836,103,59387,"33934","67228",0.0630222841225627,0.0190930787589499,"0.144076840981857","0",0.208565459610028,0.170047732696897,"0.26680896478121663","0.1751412429378531",0.237813370473538,0.224343675417661,"0.24759871931696906","0.1864406779661017",0.330431754874652,0.381861575178998,"0.23159018143009605","0.53672316384180796",0.16016713091922,0.204653937947494,"0.10992529348986126","0.10169491525423729",1423,0.193579104883689,"97",450,0.299800133244504,319,0.282051282051282,0.123833986751386,0.0936227951153324,0.190738193489225,"9.8070739549839234E-2",0.0861957226182761,0.13596837944664,0.0629800307219662,0.088,0.07,"0.13300000000000001","1.7999999999999999E-2",0.301,0.426,"0.25600000000000001","9.7000000000000003E-2"
"97","MCDUFFIE",3023,2,0.661594442606682,134,0,1,0,1,2,1,0,NA,NA,NA,NA,12,3.96956665564009,0.25,0.666666666666667,0.0833333333333333,1,0,NA,NA,NA,NA,221,0.878571428571429,0.886363636363636,NA,NA,0.933333333333333,0.825757575757576,0.876984126984127,0.392857142857143,50593,89,54752,73,64285,"41234","53929",0.0635655138821237,0.0356448476992871,"0.10989010989010989","0",0.146980029225524,0.105638366817887,"0.19748822605965463","0.29276315789473684",0.240745250852411,0.23201555411536,"0.26028257456828885","0.19407894736842105",0.31624452021432,0.31648304169367,"0.30643642072213501","0.28618421052631576",0.232464685825621,0.310218189673796,"0.12590266875981163","0.22697368421052633",3798,0.176865046102263,"83",1385,0.261963306222811,1017,0.257012888551933,0.161388980379241,0.10436204078121,0.247402671537847,"7.796610169491526E-2",0.108335524585853,0.295499021526419,0.0334075723830735,0.14,0.078,"0.25","0",0.331,0.178,"0.44800000000000001","0"
"98","MCINTOSH",975,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,4.1025641025641,0,1,0,0.5,1,0,1,0,1,70,0.941176470588235,0.972222222222222,NA,NA,1,0.891891891891892,0.945945945945946,0.558823529411765,51411,84,51262,94,54331,"39157","-",0.0639364814040953,0.0699737187910644,"3.8289725590299938E-2","0",0.219598829920602,0.170827858081472,"0.33886407147415443","0",0.205181780192227,0.225361366622865,"0.15890236119974474","0.59740259740259738",0.329920601755119,0.300919842312746,"0.38098276962348437","0.14285714285714285",0.181362306727957,0.232917214191853,"8.2961072112316528E-2","0.25974025974025972",1893,0.170448406266883,"81",522,0.307964601769912,362,0.288676236044657,0.203248344070411,0.166955017301038,0.2942515651679,"8.0419580419580416E-2",0.104140914709518,0.311211340206186,0.0522012578616352,0.123,0.095,"0.189","0",0.375,0.471,"0.36899999999999999","0"
"99","MERIWETHER",2391,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,4,1.67294019238812,0,1,0,1,0,NA,NA,NA,NA,116,0.866666666666667,0.666666666666667,NA,NA,0.838235294117647,0.766233766233766,0.8,0.426086956521739,53019,77,52392,87,61575,"39299","60208",0.101283000246731,0.0815085158150852,"0.13077445652173914","0",0.168763878608438,0.140510948905109,"0.22758152173913043","0",0.197261287934863,0.184509326845093,"0.2296195652173913","0.15151515151515152",0.381569207994078,0.401054339010543,"0.33084239130434784","0.84848484848484851",0.151122625215889,0.192416869424169,"8.1182065217391311E-2","0",3435,0.165781853281853,"76",1158,0.267993520018514,845,0.26589049716803,0.221377023600546,0.156152087390973,0.319456783855819,"0.1917562724014337",0.153136094674556,0.276041666666667,0.0950155763239875,0.173,0.101,"0.29899999999999999","0",0.426,0.297,"0.5119999999999999","-"
"100","MILLER",772,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,51,0.91304347826087,0.823529411764706,NA,NA,0.9,0.827586206896552,0.864406779661017,0.54,45201,129,52132,89,57466,"20818","-",0.0410904780719083,0.0397923875432526,"3.4582132564841501E-2","0",0.314105096799684,0.24163783160323,"0.51873198847262247","0",0.139075464243382,0.168973471741638,"7.2046109510086456E-2","0.21212121212121213",0.28526274199921,0.288927335640138,"0.26512968299711814","0.78787878787878785",0.220466218885816,0.260668973471742,"0.10951008645533142","0",1292,0.228834573149132,"131",369,0.283846153846154,268,0.274871794871795,0.244752818733738,0.194747789911596,0.344581440622972,"0.10404624277456648",0.232034632034632,0.536858974358974,0.0543615676359039,0.215,0.153,"0.38200000000000001","0",0.432,0.143,"0.64900000000000013","-"
"101","MITCHELL",2757,2,0.725426187885383,137,0,1,0,1,2,1,0,NA,NA,NA,NA,11,3.98984403336961,0,1,0,0.818181818181818,2,0,1,0,1,100,0.927083333333333,NA,NA,NA,0.964285714285714,0.836363636363636,0.900900900900901,0.416666666666667,45296,127,45966,125,65138,"32500","32083",0.106133266027259,0.069946195234435,"0.14713541666666666","0",0.215547703180212,0.116320778888035,"0.31015625000000002","0.25882352941176473",0.196113074204947,0.221624391493723,"0.17343749999999999","0.51764705882352946",0.320418980312973,0.337432744043044,"0.30442708333333335","0.2",0.161786976274609,0.254675890340763,"6.4843750000000006E-2","2.3529411764705882E-2",4470,0.227353644270383,"129",1541,0.327593537414966,1170,0.327181208053691,0.287353986795328,0.193504736129905,0.386093838326738,"0.54811715481171552",0.190105614230128,0.412628487518355,0.0385964912280702,0.25,0.158,"0.35699999999999993","0.36499999999999994",0.589,0.588,"0.59799999999999998","0.375"
"102","MONROE",3631,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,10,2.75406224180667,0.1,0.8,0.1,0.6,0,NA,NA,NA,NA,285,0.961538461538462,0.93719806763285,NA,NA,0.954545454545455,0.932432432432432,0.919354838709677,0.485815602836879,76428,25,74867,26,77383,"57820","-",0.0494730679156909,0.0437375745526839,"6.9129287598944586E-2","1.935483870967742E-2",0.105191256830601,0.0961729622266402,"0.16042216358839051","0.45161290322580644",0.155249804839969,0.133697813121272,"0.20844327176781002","1.935483870967742E-2",0.322794691647151,0.329398608349901,"0.32770448548812664","9.0322580645161285E-2",0.367291178766589,0.396993041749503,"0.23430079155672823","0.41935483870967744",3208,0.114240945835262,"29",881,0.147893234849757,611,0.133844468784228,0.1371910611218,0.126784835056622,0.149809333575449,"0.22605965463108321",0.0860043798526777,0.330693069306931,0.0277037826318593,0.08,0.073,"0.111","0.23699999999999996",0.128,0.091,"0.20400000000000001","-"
"103","MONTGOMERY",1162,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,5,4.30292598967298,0.2,0.8,0,0.6,0,NA,NA,NA,NA,53,0.818181818181818,0.935483870967742,NA,NA,0.954545454545455,0.864864864864865,0.898305084745763,0.528301886792453,48356,109,49138,101,71318,"30250","40542",0.081254214430209,0.0527790751985054,"0.16326530612244897","0.125",0.167228590694538,0.14105558150397,"0.29827315541601257","0.125",0.254888739042481,0.226062587575899,"0.23704866562009419","0.5401785714285714",0.276129467296022,0.292386735170481,"0.28100470957613816","2.6785714285714284E-2",0.22049898853675,0.287716020551144,"2.0408163265306121E-2","0.18303571428571427",1602,0.202323819146249,"102",495,0.288629737609329,364,0.288202692003167,0.166349689362242,0.109227199714439,0.319402985074627,"0.16719745222929935",0.164819944598338,0.289081885856079,0.0119595216191352,0.136,0.097,"0.29399999999999998","0.13700000000000001",0.408,0.44,"0.38100000000000001","1"
"104","MORGAN",2583,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,9,3.48432055749129,0.444444444444444,0.555555555555556,0,0.888888888888889,0,NA,NA,NA,NA,243,0.939393939393939,0.957831325301205,0.941176470588235,NA,0.926229508196721,0.962962962962963,0.911392405063291,0.575510204081633,74340,27,81524,17,87909,"66000","46086",0.0299195993146171,0.0174568173465638,"6.5573770491803282E-2","0.04",0.0985896928957427,0.0580668871738331,"0.19726775956284154","0",0.167127982074601,0.146085997794928,"0.19071038251366121","0.7466666666666667",0.324107025174641,0.346563763322308,"0.30327868852459017","0.12",0.380255700540398,0.431826534362367,"0.24316939890710382","9.3333333333333338E-2",2337,0.112280196021908,"25",714,0.156338953361069,508,0.147803316846087,0.0860166516200221,0.0577147165672767,0.15630020656415,"0.13893129770992366",0.0922574157868276,0.165311653116531,0.0163704396632367,0.058,0.041,"9.6000000000000002E-2","0.66",0.185,0.11,"0.20600000000000002","0.88500000000000001"
"105","MURRAY",5475,1,0.182648401826484,99,1,0,0,1,1,1,0,NA,NA,NA,NA,6,1.0958904109589,1,0,0,0.333333333333333,1,1,0,0,0,449,NA,0.965299684542587,0.941605839416058,NA,0.975206611570248,0.942477876106195,0.943262411347518,0.420704845814978,62109,51,60617,51,59104,"-","71037",0.0395046772999529,0.0409776617348419,"0","3.9458850056369784E-3",0.146308634497611,0.151218450826806,"0","4.2841037204058623E-2",0.242008210512148,0.244778067885117,"0","0.22209695603156707",0.349215963389192,0.34029590948651,"1","0.48027057497181513",0.222962514301097,0.222729910066725,"0","0.25084554678692222",5332,0.132947688625143,"50",1787,0.191041265768655,1213,0.173981640849111,0.130633820628256,0.129549357978245,0.12396694214876,"6.7979669631512071E-2",0.108135766672352,0.172137584419664,0.0716845878136201,0.099,0.103,"0","4.3999999999999997E-2",0.279,0.32,"-","0.105"
"106","MUSCOGEE",27172,19,0.699249227145591,135,0.157894736842105,0.842105263157895,0,0.631578947368421,12,0.631578947368421,7,0,1,0,0.142857142857143,184,6.77167672604151,0.135869565217391,0.820652173913043,0.0380434782608696,0.695652173913043,31,0.129032258064516,0.806451612903226,0.0645161290322581,0.612903225806452,1773,0.929070929070929,0.941810344827586,0.927038626609442,1,0.963036963036963,0.90391061452514,0.916041979010495,0.462077012835473,53740,74,54561,75,69064,"43361","59719",0.0804698457223001,0.0633936111353775,"9.464619598135518E-2","5.9772863120143453E-2",0.148604988980164,0.0980169476718791,"0.20530376846706871","6.2562263399083481E-2",0.234609797635744,0.205323083195015,"0.25860479814605114","0.29746961546124728",0.310671709076337,0.321103054657698,"0.29094356516472231","0.38792588164973102",0.225643658585454,0.312163303340031,"0.15050167224080269","0.19226937636979477",35163,0.178282428814797,"86",12594,0.255970407105547,9220,0.258996039214585,0.186946319010698,0.115569903153712,0.246825345492961,"0.17286884733254113",0.167601932092627,0.317640655826927,0.045610064217286,0.147,0.08,"0.20600000000000002","0.121",0.283,0.198,"0.30900000000000005","0.19800000000000001"
"107","NEWTON",18181,5,0.2750123755569,110,0,0.8,0,1,4,0.8,1,0,0,1,1,62,3.41015345690556,0.129032258064516,0.758064516129032,0.0483870967741935,0.645161290322581,7,0,0.714285714285714,0.142857142857143,0.571428571428571,1322,0.92,0.889570552147239,0.909090909090909,0.9375,0.937837837837838,0.884507042253521,0.905609973285841,0.415260454878943,72128,28,70732,30,72576,"69439","54564",0.054653435573598,0.0402688006566123,"7.2074586869138008E-2","5.3743961352657008E-2",0.098456372475317,0.085821278342054,"0.10864225100491291","3.864734299516908E-2",0.204305117025009,0.197240176464553,"0.2028249218401072","0.36473429951690822",0.339272289881221,0.365086693341541,"0.32196292987941044","0.20350241545893719",0.303312785044855,0.31158305119524,"0.29449531040643145","0.33937198067632851",14313,0.123445396995153,"38",5371,0.184811781708072,3862,0.174806499796316,0.133871748444811,0.106585322088642,0.151662750940729,"0.19077718718574918",0.0884618005861105,0.185008842334376,0.0566678801116369,0.111,0.073,"0.14300000000000002","0.185",0.184,0.105,"0.217","0.188"
"108","OCONEE",7055,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,0.141743444365698,1,0,0,1,0,NA,NA,NA,NA,634,0.9,0.976424361493124,0.934426229508197,0.955555555555556,0.976119402985075,0.959375,0.903225806451613,0.783227848101266,114758,2,116221,2,118015,"66861","143412",0.0274947662247034,0.0212578212738649,"0.1092436974789916","0",0.0417306350314027,0.0450024065458046,"1.8487394957983194E-2","0",0.0980460572226099,0.105647360821434,"4.7058823529411764E-2","6.9293478260869568E-2",0.269295184926727,0.255735600834269,"0.58823529411764708","0.24048913043478262",0.563433356594557,0.572356810524627,"0.23697478991596638","0.69021739130434778",2583,0.0595380785543057,"4",690,0.061700795850845,469,0.0516804407713499,0.0446887150194403,0.0375343474689102,0.0594900849858357,"8.0402010050251257E-2",0.0456031128404669,0.107231920199501,0.0301336242159804,0.035,0.034,"5.0000000000000001E-3","0",0.14,0.119,"4.4999999999999998E-2","0"
"109","OGLETHORPE",1841,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,0.543183052688756,1,0,0,1,1,1,0,0,1,138,1,0.956989247311828,0.888888888888889,NA,0.927536231884058,0.986666666666667,0.962025316455696,0.576642335766423,62504,47,66672,38,70154,"52625","88465",0.0641001327517542,0.0604482680552411,"0.1","0",0.138251469751565,0.113651799864161,"0.27605633802816903","0",0.179404513559643,0.191306316504415,"0.12112676056338029","0",0.35293002086099,0.342313787638669,"0.37605633802816901","1",0.265313863076048,0.292279827937514,"0.12676056338028169","0",1954,0.127188700123674,"40",589,0.182805710738672,419,0.172712283594394,0.111434567734074,0.0818815331010453,0.25,"0",0.0832420591456736,0.188473520249221,0.0658280922431866,0.09,0.065,"0.20499999999999999","0",0.269,0.196,"0.371","0"
"110","PAULDING",26331,1,0.0379780486878584,83,0,1,0,1,1,1,0,NA,NA,NA,NA,20,0.759560973757168,0.2,0.8,0,0.7,0,NA,NA,NA,NA,2317,0.914051841746248,0.89760348583878,0.866449511400652,0.96,0.919175911251981,0.879179331306991,0.872241579558653,0.471952762547448,87459,12,89237,9,90800,"87311","81987",0.029798113373887,0.0270855371595857,"3.2834297380061245E-2","2.730669732681805E-2",0.0523670986511505,0.0589928411523039,"3.0707723715549508E-2","4.6852543834435184E-2",0.139028475711893,0.139216216881104,"0.13542021095610751","0.12101178499568842",0.346821828440448,0.329651405938646,"0.37308608370193941","0.50847944811727508",0.431984483822622,0.445053998868361,"0.42795168424634228","0.29634952572578327",14003,0.0789728955412432,"8",4178,0.0940652017291066,2893,0.0854627632861658,0.0669401333001859,0.0626268184475702,0.0607129752462672,"0.12282608695652174",0.0763568970082076,0.114671503426038,0.0274450084602369,0.051,0.045,"0.05","9.8999999999999991E-2",0.139,0.125,"0.14300000000000002","7.3999999999999996E-2"
"111","PEACH",4145,1,0.241254523522316,105,0,1,0,1,1,1,0,NA,NA,NA,NA,36,8.68516284680338,0.111111111111111,0.861111111111111,0,0.75,0,NA,NA,NA,NA,216,0.875,0.928571428571429,0.86046511627907,NA,0.905172413793103,0.880952380952381,0.892561983471074,0.416289592760181,58471,61,60940,49,75132,"39182","59038",0.100550964187328,0.0510428100987925,"0.17682341650671785","0",0.140791027154664,0.107208196121478,"0.19817658349328215","9.1772151898734181E-2",0.183589138134593,0.188803512623491,"0.18330134357005759","0.26107594936708861",0.270267611176702,0.278997438712038,"0.24712092130518235","0.31803797468354428",0.304801259346714,0.3739480424442,"0.19457773512476007","0.32911392405063289",5008,0.183564254820028,"89",1516,0.258923996584116,1108,0.25839552238806,0.207277280315678,0.158961272891024,0.276707686820046,"0.31534883720930235",0.144110550559333,0.378421261404205,0.0448702401164201,0.193,0.135,"0.30599999999999999","0.20099999999999998",0.428,0.34,"0.47999999999999993","0.53299999999999992"
"112","PICKENS",3761,0,0,80,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,8,2.12709385801648,1,0,0,0.5,0,NA,NA,NA,NA,238,NA,0.891774891774892,0.958333333333333,NA,0.92436974789916,0.876712328767123,0.8625,0.528925619834711,71955,30,72558,29,72743,"105673","82042",0.0380309768440423,0.0395602632001284,"0.14285714285714285","0",0.121683790829627,0.120526400256781,"0","0.20134228187919462",0.198742524152737,0.200208634248114,"4.7619047619047616E-2","0",0.30447784082196,0.298106242978655,"0","0.43624161073825501",0.337064867351633,0.341598459316322,"0.80952380952380953","0.36241610738255031",3684,0.106575635721931,"22",943,0.148503937007874,667,0.138381742738589,0.134811463046757,0.130750527864867,0.221428571428571,"0.33092876465284038",0.0726700424250718,0.257322175732218,0.035678391959799,0.096,0.092,"0","0.10100000000000001",0.295,0.298,"-","0"
